Running command: vulture C:\Users\System 8\FOD --min-confidence 60
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:17: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:22: unused variable 'TIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:30: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:44: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:45: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\lv\formats.py:46: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:23: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:38: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:39: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mk\formats.py:40: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:17: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:30: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:41: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:42: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ml\formats.py:43: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mn\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mn\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\mn\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:25: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:36: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:37: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ms\formats.py:38: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:17: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:28: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:39: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:40: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nb\formats.py:41: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:28: unused variable 'TIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:36: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:90: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:91: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nl\formats.py:92: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:17: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:28: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:39: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:40: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\nn\formats.py:41: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:23: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:28: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:29: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pl\formats.py:30: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:17: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:26: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:37: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:38: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt\formats.py:39: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:24: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:32: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:33: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\pt_BR\formats.py:34: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:22: unused variable 'TIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:27: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:33: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:34: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ro\formats.py:35: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:20: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:28: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:29: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\ru\formats.py:30: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:23: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:28: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:29: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sk\formats.py:30: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:7: unused variable 'DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:8: unused variable 'YEAR_MONTH_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:9: unused variable 'MONTH_DAY_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:10: unused variable 'SHORT_DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:11: unused variable 'SHORT_DATETIME_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:12: unused variable 'FIRST_DAY_OF_WEEK' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:16: unused variable 'DATE_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:24: unused variable 'DATETIME_INPUT_FORMATS' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:42: unused variable 'DECIMAL_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:43: unused variable 'THOUSAND_SEPARATOR' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sl\formats.py:44: unused variable 'NUMBER_GROUPING' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sq\formats.py:5: unused variable 'DATE_FORMAT' (60% confidence)
C:\Users\System 8\FOD\.venv\Lib\site-packages\django\conf\locale\sq\formats.py:6: unused variable 'TIME_FORMAT' (60% confidence)
